@relation 'jEdit-weka.filters.unsupervised.attribute.Remove-V-R9,14,19,32,35,40,45,104,213,221,391,412,428,529,549,553,565,575,722,735,740,794,811,822,845,894,965,978,1049,1072,1140,1158,1165,1169,1378,1386,1395,1653,1876,1923,2296,2522,2671,2695,2898,2907,2916,2919,2925,3914,3988-3989,4039,4062,4161,4246,4332,5973,6019,7341,7507,7518,7822,8748,8939,13689,13991'

@attribute CountDeclClass numeric
@attribute CountDeclInstanceVariable numeric
@attribute CountDeclMethodPublic numeric
@attribute MaxCyclomaticStrict numeric
@attribute SumCyclomatic numeric
@attribute Ties numeric
@attribute 2StepReach numeric
@attribute s33 numeric
@attribute s142 numeric
@attribute s150 numeric
@attribute s320 numeric
@attribute s341 numeric
@attribute s357 numeric
@attribute s458 numeric
@attribute s478 numeric
@attribute s482 numeric
@attribute s494 numeric
@attribute s504 numeric
@attribute s651 numeric
@attribute s664 numeric
@attribute s669 numeric
@attribute s723 numeric
@attribute s740 numeric
@attribute s751 numeric
@attribute s774 numeric
@attribute s823 numeric
@attribute s894 numeric
@attribute s907 numeric
@attribute s978 numeric
@attribute s1001 numeric
@attribute s1069 numeric
@attribute s1087 numeric
@attribute s1094 numeric
@attribute s1098 numeric
@attribute s1307 numeric
@attribute s1315 numeric
@attribute s1324 numeric
@attribute s1582 numeric
@attribute s1805 numeric
@attribute s1852 numeric
@attribute s2225 numeric
@attribute s2451 numeric
@attribute s2600 numeric
@attribute s2624 numeric
@attribute s2827 numeric
@attribute s2836 numeric
@attribute s2845 numeric
@attribute s2848 numeric
@attribute s2854 numeric
@attribute s3843 numeric
@attribute s3917 numeric
@attribute s3918 numeric
@attribute s3968 numeric
@attribute s3991 numeric
@attribute s4090 numeric
@attribute s4175 numeric
@attribute s4261 numeric
@attribute s5902 numeric
@attribute s5948 numeric
@attribute s7270 numeric
@attribute s7436 numeric
@attribute s7447 numeric
@attribute s7751 numeric
@attribute s8677 numeric
@attribute s8868 numeric
@attribute s13618 numeric
@attribute change_prone {false,true}

@data
2,1,29,28,251,220,30.412371,26,0,0,67,0,2,2,0,0,1,0,0,0,0,48,0,8,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,0,14,18,127,171,25.515465,46,0,0,114,5,1,3,0,0,1,0,0,0,0,20,1,37,0,0,0,20,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
2,6,21,6,32,369,25.773195,7,0,0,8,0,2,0,0,0,1,0,0,0,0,3,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,0,5,5,15,7,12.113402,3,0,0,2,2,3,1,0,0,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,2,8,14,31,128,25.257732,15,0,0,26,0,0,1,0,0,1,0,0,0,2,4,0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,1,4,13,18,0,18.041237,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
2,2,5,9,18,38,22.42268,13,0,0,8,0,0,4,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,0,3,12,13,1,17.783504,5,0,0,0,1,3,6,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,false
1,1,5,14,133,18,45.103092,113,3,0,193,2,3,9,9,0,0,0,2,0,3,106,0,36,0,0,0,16,0,0,0,0,0,4,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,false
2,11,2,6,16,11,48.96907,2,0,0,2,0,3,7,0,33,41,0,0,3,1,3,1,2,0,14,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,6,18,6,42,49,51.288658,9,0,0,11,7,0,6,3,24,51,18,0,13,0,1,2,2,3,2,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
3,5,11,3,14,2,25.773195,2,0,0,4,0,0,4,0,1,21,1,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
9,29,33,11,147,19,48.96907,13,0,0,36,4,0,9,0,10,21,3,0,0,1,40,3,10,0,4,0,1,0,1,0,0,0,0,8,20,0,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,false
1,0,1,15,12,34,48.96907,1,0,0,4,0,0,7,0,4,71,0,0,0,0,3,0,2,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
7,9,15,7,44,6,43.556702,2,0,0,5,6,0,9,0,19,31,0,0,0,2,7,2,0,0,14,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,0,2,1,2,4,27.319588,1,0,0,0,0,0,2,0,2,21,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,0,2,8,9,2,22.938145,2,0,0,0,0,0,2,0,2,21,2,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,1,10,4,17,18,44.072166,4,0,0,5,1,0,6,0,6,131,6,0,3,0,1,1,5,1,0,2,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,0,2,6,7,6,24.484535,2,0,0,0,0,0,2,0,2,21,2,0,0,0,4,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,0,6,1,6,3,22.680412,1,0,0,0,0,0,1,0,8,21,8,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,0,1,1,6,1,22.42268,5,0,0,0,0,0,1,0,8,31,8,0,0,1,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,8,19,17,63,8,38.917526,10,0,0,0,0,1,6,0,1,61,1,2,9,0,13,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,4,7,4,20,0,22.42268,2,0,0,0,0,1,1,0,1,11,1,0,0,0,6,1,14,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,2,8,2,9,3,23.195877,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,7,5,6,20,1,36.855671,2,0,0,3,1,0,1,0,0,11,0,0,4,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,0,3,3,6,0,3.608248,2,0,0,2,0,0,2,0,0,21,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
5,25,14,8,58,2,37.628864,2,0,0,20,0,1,2,0,1,31,1,0,3,0,15,1,38,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
3,0,5,10,12,26,49.484535,3,0,0,2,1,0,7,0,8,41,0,0,0,2,1,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
3,4,6,5,14,8,48.96907,3,0,0,1,7,0,7,0,3,41,0,0,5,1,3,1,2,0,3,0,1,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
2,9,4,1,4,1,42.010311,2,0,0,0,0,0,5,0,27,21,0,0,0,1,0,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
9,3,17,8,65,73,57.73196,3,0,0,16,0,1,15,0,5,61,2,0,39,3,18,0,3,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
3,18,5,15,32,30,56.958763,6,0,0,8,4,0,12,0,6,41,0,0,64,0,3,1,2,0,3,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
2,17,0,28,91,43,40.721649,14,0,1,4,22,39,5,0,0,51,0,0,11,0,23,1,27,0,0,0,3,2,0,0,0,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,false
1,2,15,11,31,93,54.381443,8,0,0,7,3,0,10,0,5,21,3,0,3,0,13,1,1,0,10,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,0,4,3,6,6,6.185567,4,0,0,1,0,2,1,0,6,11,6,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
2,3,0,4,19,15,31.443298,3,0,0,2,2,0,3,0,0,21,0,0,7,0,1,1,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
2,6,3,3,12,0,22.164948,4,0,0,0,2,0,4,0,0,21,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,3,4,1,4,1,42.010311,4,0,0,0,0,0,3,0,16,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,0,3,3,7,9,53.350517,1,0,0,2,0,0,4,0,19,31,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,0,3,8,21,18,56.443298,4,0,0,8,0,0,8,0,9,41,0,0,3,0,4,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,false
1,3,5,3,12,20,25.257732,5,0,0,5,0,0,1,0,7,11,7,0,0,0,1,1,5,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,0,2,1,2,4,23.969072,3,0,0,0,0,0,1,0,4,11,4,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,0,2,1,2,5,23.969072,3,0,0,0,0,0,1,0,4,11,4,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,11,10,12,42,21,14.948454,5,0,0,14,0,0,6,0,5,31,5,0,0,0,13,1,12,0,0,7,6,0,0,0,3,0,0,1,0,0,0,2,0,0,2,0,0,2,25,2,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
1,11,3,11,23,17,9.278351,3,0,1,9,1,12,4,0,4,21,4,2,0,0,4,1,13,0,0,35,4,0,0,0,1,0,1,1,0,0,0,0,0,0,4,0,0,4,5,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,true
4,4,12,2,20,10,44.072166,2,0,0,4,0,0,6,0,6,41,1,0,0,1,3,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
2,1,9,4,16,6,34.793816,4,0,0,3,0,0,7,0,0,31,0,0,7,1,2,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
4,9,9,15,47,24,49.742268,8,0,0,5,2,0,7,3,4,41,0,0,13,0,12,1,7,0,0,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,2,4,1,6,14,49.226803,1,1,0,1,0,0,6,0,3,51,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
9,9,10,9,30,17,49.226803,5,0,0,6,3,0,8,0,3,51,0,0,3,1,4,1,0,0,3,0,1,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
7,16,9,6,48,35,49.742268,5,0,0,19,0,0,13,1,18,51,0,0,7,1,2,3,1,0,17,0,5,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,false
6,11,13,11,41,26,50.773197,3,0,1,7,0,0,13,12,12,51,1,0,7,2,12,2,4,0,9,0,2,3,3,1,0,0,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
2,1,4,4,8,3,6.443299,1,0,0,4,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
3,1,6,4,10,5,43.041237,2,0,0,0,1,0,10,0,2,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
2,16,2,3,5,2,42.26804,1,1631,0,0,0,0,5,0,57,31,0,0,0,1,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
2,6,10,2,12,0,0,1,0,0,3,0,0,4,0,0,11,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,0,1,3,7,0,0,5,0,0,0,0,29,4,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,37,2,28,123,0,3.092783,58,0,0,4,6,2,4,0,0,0,0,0,0,0,30,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
3,9,24,18,51,2,3.350515,12,0,0,28,8,6,2,0,0,4,0,0,0,0,12,0,18,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
11,4,30,9,74,66,57.73196,12,0,0,16,3,0,13,0,45,6,0,0,3,9,6,0,7,0,14,0,5,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
2,1,5,8,14,13,48.711342,3,0,0,3,0,0,6,0,7,51,0,0,5,0,2,1,1,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
11,10,20,24,75,58,58.762886,2,0,0,23,1,0,8,0,12,21,1,0,0,2,19,1,7,0,3,0,1,0,9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
2,4,7,16,50,30,56.443298,3,0,0,16,0,55,3,0,12,21,1,0,21,0,15,0,7,0,1,0,4,8,4,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,true
11,19,29,12,103,32,50,10,0,0,7,27,5,13,0,16,61,0,1,1,2,10,1,11,3,11,0,3,0,3,0,0,0,0,0,3,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,true
9,19,26,11,84,29,49.226803,6,11,0,24,1,2,16,3,34,51,0,2,1,2,11,1,6,4,15,0,4,3,11,3,0,0,0,0,3,2,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
6,10,11,6,23,16,49.742268,2,0,0,5,5,0,10,0,24,61,0,0,2,1,2,1,0,0,11,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
3,6,3,4,8,4,43.041237,1,0,0,6,0,0,5,3,1,21,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,9,8,5,26,0,26.804123,2,0,0,9,0,0,4,0,0,41,0,0,3,0,4,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
5,22,25,22,264,68,57.474228,30,1,41,16,2,0,5,0,15,51,13,0,37,0,64,2,18,0,1,0,24,1,0,0,0,0,1,5,0,0,0,11,0,10,0,1,0,3,0,1,0,0,0,0,0,5,6,0,0,0,0,0,2,0,0,0,0,0,0,true
1,0,0,0,0,58,57.216496,4,0,1,0,0,0,0,0,1,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,0,0,1,1,0,16.494844,8,0,0,0,0,0,0,0,4,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
4,10,7,12,45,11,53.350517,7,0,0,11,0,0,8,0,14,31,0,0,0,2,6,1,7,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,1,3,37,35,46,46.649483,2,0,0,4,0,1,8,0,1,51,1,0,0,1,14,1,5,0,0,0,2,0,7,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
3,4,14,28,68,46,50,12,0,0,5,2,0,13,0,1,51,1,0,1,1,6,1,10,0,1,0,4,0,3,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
3,7,10,5,33,21,48.96907,6,0,0,5,6,0,7,0,3,51,1,0,3,0,6,2,14,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,7,8,4,22,4,28.350515,1,0,0,5,2,0,7,7,1,31,1,0,7,0,2,1,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
2,6,9,6,29,18,51.546391,5,0,0,16,2,0,8,2,11,51,9,0,9,0,3,2,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
3,30,20,21,158,102,58.505154,25,0,1,78,7,0,11,11,67,221,12,0,47,1,29,3,13,0,13,0,12,18,8,0,0,0,1,0,0,0,0,9,0,0,0,0,20,4,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,true
1,2,5,2,6,23,49.742268,1,0,0,2,0,0,1,0,9,21,9,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,0,1,5,5,1,5.412371,4,0,0,0,0,0,2,0,4,21,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,2,4,2,5,2,12.371134,4,0,0,6,0,0,4,0,8,61,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,2,7,2,11,33,47.164948,14,0,0,3,3,0,1,0,9,51,7,0,0,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,0,2,21,23,13,48.96907,8,0,0,6,2,0,5,0,4,61,0,0,7,0,5,0,5,0,2,0,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,0,0,1,2,0,10.56701,4,0,0,0,0,0,1,0,1,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
3,4,8,8,25,33,51.546391,2,0,0,19,0,0,6,0,4,61,1,0,10,1,8,2,3,0,3,0,2,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,1,3,1,3,9,44.587627,2,0,0,5,0,0,1,0,6,21,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,0,3,3,6,309,68.81443,3,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,6,1,1,3,1,42.010311,2,0,0,0,0,0,8,0,36,41,0,0,0,2,0,2,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
2,11,2,11,17,5,48.453609,1,0,0,0,0,0,7,0,20,31,0,0,1,1,8,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
3,1,4,4,7,28,49.484535,4,0,0,0,0,0,12,0,8,81,0,0,0,4,4,2,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
3,2,12,10,54,8,48.453609,9,0,0,14,2,14,8,0,6,31,0,0,19,1,8,2,18,0,1,0,2,5,4,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,1,0,2,3,2,43.556702,1,0,0,2,0,0,3,0,4,31,0,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
5,5,7,6,24,11,48.195877,4,0,0,2,0,0,6,0,5,21,0,0,0,2,4,1,5,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
2,3,11,23,60,20,42.783504,8,0,0,23,0,0,5,0,6,31,6,0,5,81,20,1,3,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,false
