@relation 'lucene-weka.filters.unsupervised.attribute.Remove-V-R9,20,24,42,47,60-61,63,65-66,113,118,121,150,179,273,328,350,385,389,410,488,499,519,542,640,659,831,834,867,984,1018,1103,1778,1781,1810,1837,1853,1860,1908,1926,1945,1948,1973,1982,2009,2211,2271,2278,2306,2325,2711,3020,3037,3105,3195,3227,4368,4407,5048,6297,6488,7039,7045,7560,7647,7839,7860,8050,8061,8116,8202,8432,11617,11905,11975,15261'

@attribute CountDeclClass numeric
@attribute CountLine numeric
@attribute CountLineCodeExe numeric
@attribute Density numeric
@attribute Broker numeric
@attribute outFarness numeric
@attribute inCloseness numeric
@attribute Eigenvec numeric
@attribute Betweenness numeric
@attribute nBetweenness numeric
@attribute s42 numeric
@attribute s47 numeric
@attribute s50 numeric
@attribute s79 numeric
@attribute s108 numeric
@attribute s202 numeric
@attribute s257 numeric
@attribute s279 numeric
@attribute s314 numeric
@attribute s318 numeric
@attribute s339 numeric
@attribute s417 numeric
@attribute s428 numeric
@attribute s448 numeric
@attribute s471 numeric
@attribute s569 numeric
@attribute s588 numeric
@attribute s760 numeric
@attribute s763 numeric
@attribute s796 numeric
@attribute s913 numeric
@attribute s947 numeric
@attribute s1032 numeric
@attribute s1707 numeric
@attribute s1710 numeric
@attribute s1739 numeric
@attribute s1766 numeric
@attribute s1782 numeric
@attribute s1789 numeric
@attribute s1837 numeric
@attribute s1855 numeric
@attribute s1874 numeric
@attribute s1877 numeric
@attribute s1902 numeric
@attribute s1911 numeric
@attribute s1938 numeric
@attribute s2140 numeric
@attribute s2200 numeric
@attribute s2207 numeric
@attribute s2235 numeric
@attribute s2254 numeric
@attribute s2640 numeric
@attribute s2949 numeric
@attribute s2966 numeric
@attribute s3034 numeric
@attribute s3124 numeric
@attribute s3156 numeric
@attribute s4297 numeric
@attribute s4336 numeric
@attribute s4977 numeric
@attribute s6226 numeric
@attribute s6417 numeric
@attribute s6968 numeric
@attribute s6974 numeric
@attribute s7489 numeric
@attribute s7576 numeric
@attribute s7768 numeric
@attribute s7789 numeric
@attribute s7979 numeric
@attribute s7990 numeric
@attribute s8045 numeric
@attribute s8131 numeric
@attribute s8361 numeric
@attribute s11546 numeric
@attribute s11834 numeric
@attribute s11904 numeric
@attribute change_prone {false,true}

@data
1,78,10,50,1.5,893162,0.226427,0.005598,549,0.054736,1,0,2,1,0,0,5,0,0,2,3,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,63,3,33.333332,4,1004004,0.122178,0.001311,0,0,3,0,3,1,0,2,4,0,0,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,46,2,22.727272,51,893270,0.226539,0.021025,646.762451,0.064483,1,0,1,1,0,1,2,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,147,51,50,5,991991,0.1002,0.001095,1.5,0.00015,1,0,1,1,0,0,8,0,0,7,4,0,0,0,0,0,0,18,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,75,11,11.397058,120.5,989999,0.122327,0.013143,460.838898,0.045946,3,0,7,1,0,2,8,0,1,0,5,0,0,0,0,0,1,6,0,3,0,0,0,0,0,3,1,0,0,0,2,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
4,429,166,14.743589,66.5,892026,0.0999,0.028871,6.166667,0.000615,14,0,4,1,0,2,46,0,0,28,4,5,0,0,0,0,1,52,6,39,6,30,0,0,0,50,0,39,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,4,0,0,true
1,82,21,12.318841,242,887007,0.104817,0.038939,238.699158,0.023798,11,0,1,1,0,0,16,0,0,9,1,0,0,0,0,0,0,16,1,6,2,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,89,12,11.904762,18.5,997006,0.114244,0.006292,33.926491,0.003382,3,0,2,1,0,1,6,0,0,1,4,0,0,0,0,0,0,6,0,0,0,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,177,71,12.894737,165.5,885003,0.103838,0.028276,181.815994,0.018127,1,0,2,3,0,1,13,0,1,7,3,1,0,0,0,0,0,25,2,3,2,3,0,0,0,7,0,3,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,79,15,20,12,892072,0.101315,0.008788,48.104313,0.004796,17,0,1,1,0,0,6,0,0,1,1,0,0,0,0,0,0,4,0,2,0,2,0,0,1,4,0,2,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
2,129,29,10.661765,121.5,1004004,0.243234,0.021161,49.589287,0.004944,2,0,14,1,0,0,14,0,1,3,4,0,0,0,0,0,0,15,0,22,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
6,243,4,14.545455,47,890057,0.123357,0.008271,145.888092,0.014545,38,0,36,1,0,1,35,0,0,7,2,0,0,0,0,0,0,4,0,33,0,0,0,0,1,46,0,23,0,3,18,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,true
1,47,8,0,0,0,0,0,0,0,1,0,1,1,0,0,9,0,0,0,3,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,598,129,15.808824,114.5,892002,0.101009,0.037496,451.621399,0.045027,16,0,117,3,0,0,54,0,2,34,37,0,0,2,0,0,1,30,0,99,0,26,0,0,1,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,72,0,0,false
1,94,32,16.666666,5,994009,0.227476,0.002757,31.974632,0.003188,12,0,1,1,0,0,5,0,0,5,1,0,1,0,0,0,0,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,102,24,19.642857,22.5,995001,0.22901,0.008397,10.95,0.001092,14,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,14,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,false
1,96,0,33.333332,2,1005006,0.100502,0.00028,0,0,7,0,1,0,0,1,1,0,0,8,4,1,0,0,4,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,193,76,33.333332,2,1004004,0.1003,0.000168,1.333333,0.000133,14,4,4,0,0,4,18,0,4,14,8,0,0,0,0,0,0,62,0,0,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
3,727,431,6.725146,159.5,857066,0.1002,0.005313,230.114578,0.022943,0,0,0,0,2,0,58,0,0,110,20,0,0,0,14,0,0,404,34,0,50,56,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,60,49,50,0.5,1005006,0.100401,0.000276,0,0,0,0,0,0,0,0,2,0,0,50,2,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,700,510,8.571428,96,860072,0.1003,0.004783,0,0,0,0,0,0,0,0,24,0,0,132,2,0,0,0,16,0,0,294,6,10,60,42,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,81,3,33.333332,2,1005006,0.100502,0.00028,0,0,12,0,2,0,0,2,16,0,4,6,4,2,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,133,50,50,0.5,1005006,0.100401,0.000276,0,0,4,6,6,0,0,2,10,0,0,30,4,2,0,0,0,0,0,18,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,33,3,14.285714,18,879085,0.100401,0.008723,10.3756,0.001034,11,0,1,1,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,117,49,23.809525,16,881185,0.100907,0.002205,2,0.000199,1,0,1,1,0,0,10,0,0,2,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
2,118,43,18.181818,45,873994,0.100401,0.015179,121.856636,0.012149,1,0,1,1,0,0,10,0,0,4,4,0,0,0,0,0,0,13,0,4,1,2,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,94,36,30.952381,14.5,872085,0.100401,0.00677,7.042266,0.000702,1,0,1,1,0,0,9,0,0,0,4,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,38,8,17.857143,23,879071,0.100401,0.011447,27.93667,0.002785,1,0,1,2,0,0,3,0,0,0,51,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,60,16,20,44,873073,0.100502,0.01001,30.8256,0.003073,1,0,1,1,0,0,5,0,0,0,4,0,0,0,0,0,0,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
5,110,39,16.666666,55,873999,0.100703,0.022779,116.071426,0.011572,2,0,2,1,0,0,16,0,0,1,4,1,0,0,1,0,0,4,2,7,0,1,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,141,34,20.879122,72,876994,0.101213,0.024574,226.69603,0.022602,4,0,4,1,0,0,11,0,0,2,3,0,0,0,2,0,0,13,0,3,1,1,0,0,0,5,0,4,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,45,7,33.333332,14,892079,0.101213,0.011829,26.283333,0.00262,1,0,1,1,0,0,2,0,0,1,3,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,74,25,20,12,873042,0.100401,0.014303,65.001808,0.006481,1,0,1,1,0,0,7,0,0,0,3,0,0,0,0,0,0,6,0,2,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
2,81,27,19.78022,73,882076,0.101625,0.013825,294.187073,0.029331,1,0,1,1,0,0,16,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,64,16,20,12,873042,0.100401,0.014303,65.001808,0.006481,1,0,1,1,0,0,6,0,0,0,3,0,0,0,0,0,0,3,0,2,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,112,45,20,12,873042,0.100401,0.014303,65.001808,0.006481,1,0,1,1,0,0,5,0,0,2,4,0,0,0,0,0,0,14,0,2,2,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,178,33,1.58046,3767.5,999000,0.282868,0.042557,706.555542,0.070444,18,0,8,1,0,0,14,0,1,12,12,2,0,0,0,0,1,16,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,true
1,318,119,28.571428,15,855065,0.0998,0.014158,0.385714,0.000039,115,0,4,1,0,0,2,0,1,3,10,0,0,0,25,0,0,35,3,11,3,17,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
3,157,40,14.583333,102.5,891991,0.115818,0.034593,138.128861,0.013772,1,0,1,1,0,0,19,0,0,7,4,0,0,0,0,0,0,12,0,0,1,1,0,0,1,9,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
3,227,104,18.131868,74.5,888008,0.104269,0.02209,66.351433,0.006615,11,0,2,1,0,0,18,0,1,13,1,1,0,0,0,0,0,39,4,7,4,12,0,0,0,7,0,3,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
2,137,53,14.545455,47,888010,0.101521,0.019899,53.945011,0.005378,1,0,1,1,0,0,18,0,0,9,3,0,0,1,0,0,0,12,0,5,0,2,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
2,182,86,19.642857,22.5,888010,0.101009,0.017492,27.469879,0.002739,1,0,1,1,0,2,18,0,0,6,41,2,0,0,0,0,0,27,0,5,0,3,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,44,3,12.5,24.5,881097,0.100907,0.012919,37.333332,0.003722,1,0,1,1,0,2,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,81,27,39.285713,17,893071,0.226398,0.017825,109,0.010867,1,0,1,1,0,1,0,0,0,8,3,0,0,0,0,0,0,13,0,5,2,4,0,0,0,6,0,2,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,28,3,5.847953,161,1005006,0.226815,0.021417,0,0,1,0,1,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,32,1,33.333332,2,997002,0.0998,0.003385,0.333333,0.000033,1,0,1,1,0,1,3,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,79,21,30,7,890070,0.1001,0.012958,0,0,2,0,1,1,0,0,5,0,0,0,3,0,0,0,0,0,0,11,0,3,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,126,38,15.686275,129,875973,0.0999,0.034176,42.734631,0.004261,1,0,1,1,0,0,12,0,0,3,3,1,0,0,0,0,0,17,0,3,1,1,0,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
3,172,46,14.583333,102.5,891992,0.116204,0.032646,79.029022,0.007879,2,0,1,1,0,0,22,0,0,6,3,0,0,0,0,0,0,14,1,10,0,0,0,0,1,7,0,5,0,0,0,0,0,0,0,0,0,2,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,139,52,21.428572,16.5,890009,0.11555,0.019562,286.229492,0.028537,1,0,3,1,0,1,11,0,0,2,5,1,0,0,0,0,0,17,11,2,0,15,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
2,257,91,23.076923,60,890983,0.100301,0.028983,25.646034,0.002557,10,0,2,1,0,4,19,0,2,10,4,0,0,0,0,0,3,41,1,7,8,5,0,0,3,9,0,5,0,0,0,0,0,0,0,0,0,0,0,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,195,84,33.333332,4,892096,0.100401,0.00506,0.458333,0.000046,15,0,1,2,0,0,7,0,7,18,3,3,0,0,0,4,0,35,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,125,37,0,1,1005006,0.227523,0.002065,0,0,6,0,4,1,0,0,8,0,0,14,1,0,0,1,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,59,1,2.277881,4740.5,998008,0.245113,0.088187,164.827225,0.016433,3,0,3,1,0,3,3,0,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
11,1224,449,11.904762,185,873968,0.0999,0.05527,15.394444,0.001535,41,1,9,5,1,3,85,0,0,138,26,1,0,0,11,0,1,190,10,6,14,43,0,0,2,4,7,5,1,6,0,0,1,0,0,0,2,0,2,0,3,4,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,true
4,460,162,33.92857,18.5,988996,0.1,0.008956,8.894444,0.000887,110,0,3,1,0,2,15,0,1,12,6,2,0,2,1,0,0,61,5,4,2,22,0,0,3,6,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,false
12,448,154,23.809525,16,991991,0.099701,0.005703,0,0,13,0,10,1,0,0,23,0,0,22,18,1,0,0,0,0,1,46,2,6,4,25,0,0,0,14,11,0,0,2,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,399,173,50,0.5,1005006,0.0999,0.000245,0,0,6,0,4,1,0,1,4,0,2,32,4,0,0,0,0,0,0,100,1,4,18,18,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,135,41,30,7,995998,0.0998,0.003273,0,0,3,0,2,1,0,0,4,0,0,10,6,0,0,0,0,0,0,24,0,2,2,11,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,116,18,8.479532,156.5,997000,0.124612,0.008482,112.854431,0.011252,1,0,4,1,0,2,8,0,2,1,4,0,0,0,0,0,0,9,2,2,1,3,0,0,0,0,6,0,0,0,2,0,0,0,1,6,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
1,48,5,17.142857,174,1004004,0.227576,0.036633,57.987293,0.005781,1,0,1,1,0,0,5,0,0,3,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,56,14,33.333332,4,887051,0.099701,0.012481,0,0,10,0,2,2,2,0,2,0,0,1,4,0,0,0,0,0,0,5,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,58,10,0,3,1003002,0.0998,0.001361,1.333333,0.000133,1,0,1,1,0,0,6,0,0,1,3,0,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,58,9,50,1.5,1004004,0.1001,0.001421,0,0,2,0,1,1,0,0,6,0,0,1,3,0,0,0,0,0,0,2,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,48,0,20,12,1005006,0.100502,0.001839,0,0,2,0,1,1,0,0,12,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,79,14,21.111111,35.5,884014,0.1,0.01603,7.804834,0.000778,1,0,1,1,0,1,6,0,0,2,3,0,0,0,0,0,0,6,0,2,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,75,17,21.428572,16.5,999996,0.121611,0.008802,212.106384,0.021147,1,0,1,1,0,1,5,0,0,7,3,0,0,0,0,0,0,8,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,62,10,17.777779,37,885038,0.121463,0.01522,1108.804321,0.110549,1,0,1,1,0,1,4,0,0,3,3,0,0,0,0,0,0,4,0,2,1,0,0,0,1,3,0,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,84,26,75,1.5,992994,0.1002,0.000223,0,0,1,0,1,1,0,0,1,0,0,1,3,0,0,0,0,0,0,13,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,238,111,75,1.5,992997,0.1002,0.000223,0,0,1,0,1,1,0,0,1,0,0,2,6,0,0,0,0,0,0,43,0,18,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,219,59,17.777779,37,992986,0.1002,0.005973,40,0.003988,2,0,1,1,6,0,16,0,1,2,3,1,0,0,0,0,0,23,0,15,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,135,51,50,5,992992,0.1002,0.001095,1.5,0.00015,1,0,1,1,0,0,8,0,0,7,4,0,0,0,0,0,0,18,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,141,52,45,5.5,992993,0.1002,0.000884,2.5,0.000249,11,0,1,1,0,0,13,0,0,14,1,0,0,0,0,0,0,23,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,51,4,50,0.5,1003003,0.1003,0.000741,0,0,1,0,1,1,0,0,5,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
3,70,20,33.92857,18.5,891983,0.1001,0.024676,60.431854,0.006025,2,0,0,0,0,2,6,0,0,2,0,1,0,1,0,0,0,4,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
6,307,113,12.745098,133.5,885960,0.1001,0.042519,72.031853,0.007182,12,0,1,1,2,2,16,0,3,17,3,1,0,0,2,0,0,64,0,3,3,7,0,0,0,6,2,3,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
