@relation 'itextpdf-weka.filters.unsupervised.attribute.Remove-V-R17,29,32-33,36,49-50,52-53,59,62,65-67,69,72,75,81,93,95,101,135,188,240,301,318,383,413,426,477,504,514,633,647,665,668,1015,1072,1091,1095,1110,1299,1696,1816,2114,3164,3182,3189,3218,3278,3382,3413,3416,3446,3539-3540,4024,4109,4475,4749,4756,4797,4866,5231,5422,5484,5802,5911,6104,6381,6479,6566,6714,7171,7322,7388,7489,7523,7526,8035,8067,10861,11142,11705,12219,12979,13885,14388,14591,14810,19228,21343,21613,21732,21938,22657,27464,28494,28572'

@attribute CountDeclMethodPrivate numeric
@attribute CountStmtExe numeric
@attribute MaxCyclomaticStrict numeric
@attribute MaxNesting numeric
@attribute SumCyclomaticModified numeric
@attribute EgoBetween numeric
@attribute nEgoBetween numeric
@attribute Efficiency numeric
@attribute Constraint numeric
@attribute inFarness numeric
@attribute outCloseness numeric
@attribute Betweenness numeric
@attribute nBetweenness numeric
@attribute OutdwReach numeric
@attribute nOutdwReach numeric
@attribute s1 numeric
@attribute s4 numeric
@attribute s10 numeric
@attribute s22 numeric
@attribute s24 numeric
@attribute s30 numeric
@attribute s64 numeric
@attribute s117 numeric
@attribute s169 numeric
@attribute s230 numeric
@attribute s247 numeric
@attribute s312 numeric
@attribute s342 numeric
@attribute s355 numeric
@attribute s406 numeric
@attribute s433 numeric
@attribute s443 numeric
@attribute s562 numeric
@attribute s576 numeric
@attribute s594 numeric
@attribute s597 numeric
@attribute s944 numeric
@attribute s1001 numeric
@attribute s1020 numeric
@attribute s1024 numeric
@attribute s1039 numeric
@attribute s1228 numeric
@attribute s1625 numeric
@attribute s1745 numeric
@attribute s2043 numeric
@attribute s3093 numeric
@attribute s3111 numeric
@attribute s3118 numeric
@attribute s3147 numeric
@attribute s3207 numeric
@attribute s3311 numeric
@attribute s3342 numeric
@attribute s3345 numeric
@attribute s3375 numeric
@attribute s3468 numeric
@attribute s3469 numeric
@attribute s3953 numeric
@attribute s4038 numeric
@attribute s4404 numeric
@attribute s4678 numeric
@attribute s4685 numeric
@attribute s4726 numeric
@attribute s4795 numeric
@attribute s5160 numeric
@attribute s5351 numeric
@attribute s5413 numeric
@attribute s5731 numeric
@attribute s5840 numeric
@attribute s6033 numeric
@attribute s6310 numeric
@attribute s6408 numeric
@attribute s6495 numeric
@attribute s6643 numeric
@attribute s7100 numeric
@attribute s7251 numeric
@attribute s7317 numeric
@attribute s7418 numeric
@attribute s7452 numeric
@attribute s7455 numeric
@attribute s7964 numeric
@attribute s7996 numeric
@attribute s10790 numeric
@attribute s11071 numeric
@attribute s11634 numeric
@attribute s12148 numeric
@attribute s12908 numeric
@attribute s13814 numeric
@attribute s14317 numeric
@attribute s14520 numeric
@attribute s14739 numeric
@attribute s19157 numeric
@attribute s21272 numeric
@attribute s21542 numeric
@attribute s21661 numeric
@attribute s21867 numeric
@attribute s22586 numeric
@attribute s27393 numeric
@attribute s28423 numeric
@attribute change_prone {false,true}

@data
0,3,1,0,3,0.333333,2.777778,0.5,0.313285,987375,0.081301,0.142857,0.000009,2,0.001625,22,1,1,1,1,31,0,2,1,1,0,3,1,1,9,3,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,7,2,1,6,79.333336,14.371981,0.902778,0.058621,989774,0.081633,534.460449,0.035356,7,0.005686,22,3,1,1,1,101,0,2,1,3,2,0,2,1,4,5,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,37,11,4,17,0,0,0.8175,0.068421,1514130,0.128903,0,0,171.91658,0.139656,22,5,1,1,1,261,0,210,1,28,6,3,7,1,5,22,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,false
0,9,2,1,5,81.666664,13.611111,0.808,0.065413,999194,0.082304,1219.998901,0.080705,13.333333,0.010831,22,3,1,1,1,151,0,22,1,4,2,0,2,0,0,8,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,11,3,2,7,5,5.555555,0.62,0.153016,1063431,0.081967,10.874459,0.000719,10.5,0.00853,210,1,1,1,1,191,0,2,1,3,2,0,0,3,0,8,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,57,9,5,28,200.833328,12.873932,0.855937,0.050714,1001638,0.12833,1909.156738,0.126295,122.198814,0.099268,22,6,1,1,1,181,0,218,1,20,19,0,9,4,0,8,1,0,3,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,true
0,58,3,1,38,838.883362,19.55439,0.904978,0.035396,1001592,0.128381,12237.32813,0.809524,153.116653,0.124384,218,8,1,1,1,231,0,23,1,27,0,4,17,6,0,24,2,1,0,0,0,0,3,3,5,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,true
1,32,8,6,19,109.366669,13.468802,0.781807,0.056271,1063075,0.11797,2776.973877,0.183702,143.066696,0.11622,22,5,1,1,1,301,0,23,1,16,2,0,2,6,3,17,1,1,2,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,1,1,1,41,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,1,1,1,21,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,1,1,1,21,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,1,0,2,2,10,0.68,0.278359,989777,0.081301,143.916672,0.00952,2,0.001625,22,1,1,1,1,31,0,2,1,0,0,0,0,0,0,3,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,3,1,0,4,0,0,0.625,0.51985,1000778,0.081235,0,0,1,0.000812,22,1,1,1,1,31,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,5,1,0,5,10.5,11.666667,0.74,0.137675,1001185,0.116323,97.847198,0.006473,131.216721,0.106594,22,1,1,1,1,111,0,2,1,0,0,0,3,0,0,5,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,1,0,1,1,5,0.54,0.219603,430665,0.116187,3.7,0.000245,128.216736,0.104157,22,1,1,1,1,61,0,2,1,0,0,0,0,0,0,3,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,1,0,4,0.533333,0.952381,0.640625,0.175081,996735,0.116284,2090.100098,0.138264,100.068901,0.081291,22,2,1,1,1,41,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,0,0,0,0,0.72,0.295469,1000773,0.081235,0,0,1,0.000812,22,1,1,1,1,31,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,23,4,2,16,58.5,5.897177,0.996094,0.031891,1474772,0.081367,41.566666,0.00275,3,0.002437,22,1,1,1,1,31,0,22,1,9,0,0,3,0,0,0,1,0,0,0,0,0,3,3,5,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,1,0,1,0,0,0.666667,0.363181,1000776,0.081235,0,0,1,0.000812,22,2,1,1,1,31,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,4,1,0,4,0,0,0.93713,0.04683,971255,0.081235,0,0,1,0.000812,22,2,1,1,1,21,0,2,1,29,0,0,1,0,5,2,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,4,1,0,4,4,13.333333,0.736111,0.221831,1000430,0.11642,2240.719971,0.148228,101.068901,0.082103,22,1,1,1,1,81,0,2,1,1,0,2,1,0,0,3,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,1,1,1,21,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,1,1,1,21,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,1,0,1,0,0,0.71875,0.286568,1000776,0.081235,0,0,1,0.000812,22,1,1,1,1,31,0,2,1,0,0,0,0,0,0,4,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,16,2,1,9,0,0,0.42,0.230472,1514130,0.116724,0,0,125.350014,0.101828,23,7,1,1,1,41,0,2,1,5,0,0,3,0,0,4,1,0,1,0,0,0,3,3,5,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,6,1,0,5,0,0,0.555556,0.468785,1063431,0.081301,0,0,2,0.001625,22,1,1,1,1,61,0,2,1,2,0,4,3,0,0,1,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,2,1,0,2,2,33.333332,0.777778,0.346333,998334,0.081301,1.083333,0.000072,2,0.001625,22,1,1,1,1,31,0,2,1,1,3,0,0,0,0,1,1,0,0,0,1,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,137,9,4,41,2.666667,2.020202,0.631944,0.117368,1512900,0.116312,3.24359,0.000215,120.816681,0.098145,22,7,1,1,1,341,0,22,1,28,0,2,15,12,0,19,1,0,0,0,0,0,3,3,5,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
6,63,7,3,29,0,0,0.453125,0.160353,1514130,0.116447,0,0,119.483345,0.097062,22,11,1,1,1,91,0,2,1,26,0,0,6,9,0,12,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,5,1,0,8,2,33.333332,0.777778,0.37717,430042,0.082034,123.131729,0.008145,7.583333,0.00616,22,1,1,1,1,91,0,2,1,2,0,3,3,1,0,6,1,0,0,1,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,1,0,3,3,4.166667,0.703704,0.168341,965137,0.081301,4.333333,0.000287,2,0.001625,22,3,1,1,1,31,0,2,1,0,0,0,0,0,0,2,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,1,0,1,1.75,4.166667,0.693878,0.173566,998310,0.116248,2.311147,0.000153,79.345238,0.064456,24,1,1,1,1,31,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,3,1,0,4,0,0,0.611111,0.396043,963917,0.081235,0,0,1,0.000812,22,1,1,1,1,21,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,1,0,5,114.033333,13.10728,0.766667,0.066156,1001977,0.128386,1480.324585,0.097926,153.366592,0.124587,22,2,1,1,1,171,0,25,1,0,4,0,2,0,0,15,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,false
0,62,16,3,26,8.333333,6.313131,0.663462,0.128723,430406,0.116176,1576.988281,0.104321,119.616638,0.09717,22,7,1,1,1,71,0,2,1,41,4,3,18,7,0,10,1,1,1,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,5,2,1,4,0,0,1,0.5,1514130,0.081367,0,0,3,0.002437,22,1,1,1,1,41,0,2,1,1,0,0,2,0,0,6,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,44,11,4,23,0,0,0.92,0.203852,1514130,0.0819,0,0,8.333334,0.00677,22,8,1,1,1,61,0,26,1,12,0,0,9,4,0,15,1,0,0,0,0,0,3,3,5,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,16,4,1,4,0,0,0.759259,0.133301,1514130,0.116315,0,0,121.576286,0.098762,22,1,1,1,1,101,0,22,1,11,0,0,10,1,0,13,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
8,133,21,6,67,15.1,3.268398,0.76581,0.061451,432132,0.116203,1291.727783,0.08545,151.083298,0.122732,2,22,0,0,0,191,0,1,0,66,0,2,34,21,0,54,25,0,5,0,0,0,1,1,3,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,true
0,108,6,3,62,0,0,0.625,0.507692,429179,0.081433,0,0,2.833333,0.002302,290,138,1,1,188,41,0,100,2,168,8,8,36,62,122,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,4,3,1,2,0,0,0.666667,0.366262,1001194,0.081367,0,0,3,0.002437,22,2,1,1,1,41,0,2,1,2,8,0,1,0,0,4,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,true
0,29,8,2,19,9.333333,7.070707,0.666667,0.139421,431216,0.116163,35.634476,0.002357,106.735748,0.086707,211,2,1,1,1,71,0,2,1,17,0,0,5,1,0,5,1,4,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,25,6,2,13,8,14.285714,0.710938,0.168434,432074,0.116161,909.319702,0.060153,105.319084,0.085556,26,3,1,1,1,61,0,2,1,23,0,0,6,0,0,5,1,1,1,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,32,2,1,8,10.5,14.583333,0.820988,0.15274,431222,0.116135,2639.151855,0.174585,92.885658,0.075455,22,1,1,1,1,21,0,2,1,16,0,0,12,8,0,2,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,6,2,1,4,4,13.333333,0.611111,0.209738,431242,0.11616,52.819447,0.003494,103.76194,0.084291,25,1,1,1,1,51,0,2,1,4,0,0,1,1,0,4,1,1,1,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,7,3,1,4,8,11.111111,0.679012,0.146371,431219,0.116161,57.868118,0.003828,105.345284,0.085577,25,1,1,1,1,71,0,2,1,4,0,0,1,0,0,5,1,1,1,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
2,48,28,5,25,27.533333,13.111111,0.744444,0.092287,430637,0.116165,681.441284,0.045079,111.145271,0.090289,22,4,1,1,1,111,0,2,1,32,0,0,6,0,5,13,1,4,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,3,1,0,2,0,0,0.5,0.586007,431697,0.081235,0,0,1,0.000812,22,1,1,1,1,21,0,2,1,3,0,0,0,0,0,0,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,10,3,1,6,11.5,12.777778,0.72,0.147256,431241,0.116161,217.441345,0.014384,106.26194,0.086322,25,2,1,1,1,71,0,2,1,6,0,0,2,0,3,5,1,1,1,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,1,0,1,0,0,0.625,0.318028,431504,0.116043,0,0,60.638874,0.04926,22,1,1,1,1,31,0,2,1,0,0,0,0,0,0,2,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,2,1,0,2,7.5,17.857143,0.673469,0.189525,430642,0.116084,458.580231,0.030336,74.30323,0.06036,22,1,1,1,1,51,0,2,1,1,0,0,3,0,0,4,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,3,2,1,2,7,12.5,0.726563,0.155341,432102,0.116165,89.536789,0.005923,111.126213,0.090273,22,1,1,1,1,81,0,2,1,2,0,0,4,1,0,8,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,1,1,1,21,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,1,1,1,21,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,18,7,2,7,0.333333,2.777778,0.55,0.410306,1035545,0.083262,0.071429,0.000005,17.666668,0.014351,22,1,1,1,1,41,0,2,1,4,0,0,0,3,0,1,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,1,0,2,0,0,0.444444,0.373385,1001995,0.128326,0,0,111.766594,0.090793,22,1,1,1,1,21,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,41,9,1,16,384.583344,18.578905,0.865634,0.046856,1001632,0.128396,24091.78125,1.59372,164.699982,0.133794,24,1,1,1,1,281,0,229,1,26,12,0,10,2,0,15,1,8,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,true
