@relation 'liferay-weka.filters.unsupervised.attribute.Remove-V-R10,14,88,115,119,123,161,189,233-234,262,268,318,383,398,544,558-559,574,578,588,601,676,678,717,888,917,1025,1029,1040,1095,1487,1610,1613,1628,1646,1681,1711,1729,2384,2696,3234,4080,4126,4179,4181,5864,5909,5977,6153,6291,6619,6693,6707-6708,7204,8991,9090,9505,9942,10463,10627,11108,12695,16435,22385'

@attribute CountDeclClassMethod numeric
@attribute CountDeclInstanceVariable numeric
@attribute s17 numeric
@attribute s44 numeric
@attribute s48 numeric
@attribute s52 numeric
@attribute s90 numeric
@attribute s118 numeric
@attribute s162 numeric
@attribute s163 numeric
@attribute s191 numeric
@attribute s197 numeric
@attribute s247 numeric
@attribute s312 numeric
@attribute s327 numeric
@attribute s473 numeric
@attribute s487 numeric
@attribute s488 numeric
@attribute s503 numeric
@attribute s507 numeric
@attribute s517 numeric
@attribute s530 numeric
@attribute s605 numeric
@attribute s607 numeric
@attribute s646 numeric
@attribute s817 numeric
@attribute s846 numeric
@attribute s954 numeric
@attribute s958 numeric
@attribute s969 numeric
@attribute s1024 numeric
@attribute s1416 numeric
@attribute s1539 numeric
@attribute s1542 numeric
@attribute s1557 numeric
@attribute s1575 numeric
@attribute s1610 numeric
@attribute s1640 numeric
@attribute s1658 numeric
@attribute s2313 numeric
@attribute s2625 numeric
@attribute s3163 numeric
@attribute s4009 numeric
@attribute s4055 numeric
@attribute s4108 numeric
@attribute s4110 numeric
@attribute s5793 numeric
@attribute s5838 numeric
@attribute s5906 numeric
@attribute s6082 numeric
@attribute s6220 numeric
@attribute s6548 numeric
@attribute s6622 numeric
@attribute s6636 numeric
@attribute s6637 numeric
@attribute s7133 numeric
@attribute s8920 numeric
@attribute s9019 numeric
@attribute s9434 numeric
@attribute s9871 numeric
@attribute s10392 numeric
@attribute s10556 numeric
@attribute s11037 numeric
@attribute s12624 numeric
@attribute s16364 numeric
@attribute change_prone {false,true}

@data
4,0,0,5,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,2,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,12,24,1191,9,0,0,0,0,0,0,0,0,14,16,1,10,0,6,0,25,0,0,0,0,0,0,951,26,15,0,0,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
42,0,12,25,1201,9,0,0,0,0,0,0,0,0,14,17,1,10,0,7,1,29,0,0,1,0,0,0,941,26,23,0,0,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,8,11,811,6,0,0,0,0,0,0,0,0,10,15,1,0,0,4,0,15,0,0,0,0,0,0,651,17,10,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
32,0,8,12,821,6,0,0,0,0,0,0,0,0,10,16,1,0,0,5,1,19,0,0,1,0,0,0,641,17,18,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
5,0,0,7,1,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,2,2,0,0,1,0,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,44,173,4401,36,0,0,0,0,0,0,0,0,46,94,1,105,0,22,1,105,0,0,0,0,0,0,3481,103,56,0,0,44,105,0,0,0,80,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,true
122,0,44,174,4411,36,0,0,0,0,0,0,0,0,46,95,1,105,0,23,2,109,0,0,1,0,0,0,3471,103,64,0,0,45,105,0,0,0,100,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,true
0,0,4,13,12,6,0,0,0,0,0,0,0,0,6,4,1,5,0,2,0,5,0,0,0,0,0,0,0,13,6,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
27,0,4,14,14,6,0,0,0,0,0,0,0,0,6,5,1,5,0,3,1,9,0,0,1,0,0,0,0,13,14,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,16,37,32,12,0,0,0,0,0,0,0,0,18,27,1,20,0,8,0,35,0,0,0,0,0,0,0,35,20,0,0,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
52,0,16,38,34,12,0,0,0,0,0,0,0,0,18,28,1,20,0,9,1,39,0,0,1,0,0,0,0,35,28,0,0,17,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,1,1,0,1,3,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,1,18,3,2,27,9,0,11,1,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
5,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,14,1,5,51,0,0,0,0,0,1,0,0,0,2,26,1,43,0,9,93,6,0,1,2,0,0,0,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,9,1,5,51,0,0,0,0,0,1,0,0,0,2,23,1,23,0,6,67,6,0,1,2,0,0,0,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,11,1,4,51,0,0,0,0,0,1,0,0,0,2,21,1,45,0,8,73,5,0,1,2,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,19,1,5,51,0,0,0,0,0,1,0,0,0,2,36,1,67,0,12,128,6,0,1,2,0,0,0,11,0,4,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,6,1,4,4,0,0,0,0,0,1,0,0,0,2,15,1,23,0,6,49,5,0,1,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,11,1,5,4,0,0,0,0,0,1,0,0,0,2,26,1,29,0,8,77,5,0,1,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,28,1,2,1021,5,0,0,0,0,1,0,0,0,8,6,1,7,0,4,69,22,1,0,1,0,0,0,891,41,8,0,0,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,28,1,2,1021,5,0,0,0,0,1,0,0,0,8,6,1,7,0,4,69,22,1,0,1,0,0,0,891,41,8,0,0,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,28,1,2,1021,5,0,0,0,0,1,0,0,0,8,6,1,7,0,4,69,22,1,0,1,0,0,0,891,41,8,0,0,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,28,1,2,1021,5,0,0,0,0,1,0,0,0,8,6,1,7,0,4,69,22,1,0,1,0,0,0,891,41,8,0,0,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,28,1,2,73,5,0,0,0,0,1,0,0,0,8,6,1,7,0,4,69,22,1,0,1,0,0,0,60,41,8,0,0,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,28,1,2,73,5,0,0,0,0,1,0,0,0,8,6,1,7,0,4,69,22,1,0,1,0,0,0,60,41,8,0,0,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,2,1,7,0,0,0,0,0,0,0,0,0,23,1,22,0,26,25,6,4,0,5,0,9,0,1,0,20,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,false
0,0,0,2,0,18,0,0,0,0,0,0,0,0,0,17,1,16,0,10,7,3,2,0,2,0,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,9,1,4,2,1,16,7,2,0,2,0,0,0,1,0,9,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,17,8,1761,15,0,0,0,0,0,0,0,0,22,18,1,83,20,41,289,38,25,8,21,0,0,0,1401,38,29,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,9,1,4,2,1,16,7,2,0,2,0,0,0,1,0,9,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,13,8,1381,12,0,0,0,0,0,0,0,0,18,17,1,58,16,29,218,34,20,4,15,0,0,0,1101,29,21,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,9,8,1001,9,0,0,0,0,0,0,0,0,14,16,1,33,12,17,147,29,15,0,9,0,0,0,801,20,13,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,3,1,12,4,5,32,11,4,0,4,0,0,0,1,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,45,10,4601,39,0,0,0,0,0,0,0,0,50,102,1,298,50,125,850,67,63,44,90,0,0,0,3631,106,86,0,0,55,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,true
0,0,5,8,17,9,0,0,0,0,0,0,0,0,10,4,1,32,10,8,122,26,13,4,5,0,0,0,0,16,6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,17,8,36,15,0,0,0,0,0,0,0,0,22,29,1,77,20,41,287,37,25,8,24,0,0,0,0,38,29,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,13,0,1,9,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,0,27,1,0,0,0,0,0,0,0,0,0,2,24,1,23,0,1,9,1,0,2,1,0,0,0,0,17,12,14,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,0,33,1,0,0,0,0,0,0,0,0,0,2,24,1,31,0,1,11,1,0,2,1,0,14,0,0,37,6,0,0,0,25,0,0,0,1541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,1,30,14,11,0,0,0,0,0,0,0,0,6,35,1,14,0,5,3,25,0,0,0,0,12,0,0,22,19,17,6,14,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,1,53,16,11,0,0,0,0,0,0,0,0,6,44,1,15,0,5,3,25,0,0,0,0,34,0,0,22,40,0,0,16,36,0,0,0,581,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,0,52,1,0,0,0,0,0,0,0,0,0,2,26,1,41,0,1,16,2,0,2,1,14,14,0,0,42,10,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,1,35,16,11,0,0,0,0,0,0,0,0,6,17,1,17,0,5,3,30,0,0,0,6,2,0,0,18,15,0,0,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,0,12,1,7,0,0,0,0,0,0,0,0,0,3,1,6,0,2,3,6,0,0,0,0,6,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,0,20,371,0,0,0,0,0,0,0,0,0,2,6,1,23,0,1,11,1,0,2,1,0,0,0,361,9,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,0,12,211,0,0,0,0,0,0,0,0,0,2,6,1,11,0,1,7,1,0,2,1,0,0,0,201,5,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,0,17,331,0,0,0,0,0,0,0,0,0,2,6,1,27,0,1,10,1,0,2,1,0,0,0,321,8,2,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,0,26,611,0,0,0,0,0,0,0,0,0,2,12,1,35,0,1,16,1,0,2,1,0,0,0,601,14,2,0,0,0,17,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,0,11,1,0,0,0,0,0,0,0,0,0,2,6,1,13,0,1,6,1,0,2,3,0,0,0,0,4,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,0,16,1,0,0,0,0,0,0,0,0,0,2,8,1,16,0,1,9,1,0,2,1,0,0,0,0,7,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,1,12,391,5,0,0,0,0,0,0,0,0,6,6,1,4,0,5,3,19,0,0,0,0,0,0,271,14,7,0,0,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,1,12,391,5,0,0,0,0,0,0,0,0,6,6,1,4,0,5,3,19,0,0,0,0,0,0,271,14,7,0,0,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,1,13,391,5,0,0,0,0,0,0,0,0,6,7,1,4,0,5,3,19,0,0,0,0,0,0,271,14,7,0,0,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,1,43,391,11,0,0,0,0,0,0,0,0,6,23,1,25,0,5,3,25,0,0,0,0,0,0,271,14,25,0,0,14,28,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,true
0,1,1,14,12,7,0,0,0,0,0,0,0,0,6,6,1,6,0,5,3,21,0,0,0,0,0,0,0,14,7,0,0,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,1,24,12,8,0,0,0,0,0,0,0,0,6,12,1,12,0,5,3,22,0,0,0,0,0,0,0,14,16,0,0,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,0,48,1,0,0,0,0,0,0,0,0,0,2,32,1,35,0,1,12,1,0,2,1,0,14,0,0,32,6,0,0,0,29,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,1,26,14,12,0,0,0,0,0,0,0,0,6,10,1,10,0,5,3,24,0,0,0,0,2,0,0,22,7,0,0,14,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,0,2,0,0,0,41,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,12,0,5,0,1,0,0,61,0,0,0,0,0,0,11,1,33,0,5,58,5,8,1,10,0,0,0,0,0,6,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,1,2,4,0,0,0,51,0,1,0,0,0,2,6,1,10,0,0,0,1,0,0,1,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,0,46,1,0,0,0,91,0,0,0,0,0,2,16,1,39,0,1,11,2,0,2,4,0,0,0,0,19,6,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
14,0,0,5,0,0,0,8,221,0,0,0,0,0,0,0,1,9,9,3,73,7,0,12,9,0,0,0,0,0,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,1,55,15,20,0,0,461,0,0,0,0,0,6,37,1,36,0,3,45,57,0,0,0,0,0,0,0,24,16,0,0,17,45,0,0,0,0,0,0,0,0,0,0,0,24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,71,0,129,35,30,0,264,931,0,0,0,0,0,0,100,1,245,35,0,308,147,100,0,35,0,0,0,0,0,54,0,0,54,93,0,0,0,0,35,7,0,0,0,7,5,0,0,0,6,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,true
38,0,1,55,15,20,0,0,471,0,0,0,0,0,6,37,1,36,0,4,4,38,0,0,1,0,0,0,0,24,16,0,0,17,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,1,61,16,20,0,0,431,0,0,0,0,0,6,41,1,42,0,5,3,36,0,0,0,0,0,0,0,24,16,0,0,17,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1,0,0,0,0,1,0,0,61,0,0,0,0,0,0,0,1,3,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,25,61,48,18,0,0,1511,0,0,0,0,27,30,45,1,35,0,14,0,103,0,0,0,0,0,0,0,55,36,0,0,28,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,true
72,0,25,62,50,18,0,0,1521,0,0,0,0,27,30,46,1,35,0,15,1,107,0,0,1,0,0,0,0,55,48,0,0,29,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,true
2,14,1,7,5,0,0,0,131,0,1,0,0,0,2,18,1,43,0,8,82,7,0,1,12,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,1,0,6,0,0,71,0,0,0,0,0,0,5,1,4,0,1,17,7,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,0,0,2,0,0,41,0,0,0,0,0,0,0,1,1,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,18,1,2,15,11,0,0,331,0,1,0,0,0,8,13,1,9,0,4,53,28,1,0,2,0,0,0,0,31,16,0,0,12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,6,0,10,0,0,111,0,1,0,0,0,0,15,1,36,1,1,38,10,9,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,26,9,52,21,0,0,411,0,0,0,0,27,34,49,1,140,32,66,458,57,37,18,38,0,0,0,0,58,51,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,16,0,5,0,1,0,0,0,0,0,0,0,0,0,31,1,25,0,5,77,7,12,1,2,10,10,0,0,0,10,0,0,0,1,0,0,0,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,1,2,6,2,0,0,0,0,1,0,0,0,2,16,1,14,0,0,0,2,0,0,0,2,2,0,0,15,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,0,50,1,0,0,0,0,0,0,0,0,0,2,42,1,37,0,1,15,1,0,2,1,14,14,0,0,43,12,0,0,0,31,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,15,0,5,0,1,0,0,0,0,0,0,0,0,0,15,1,35,0,5,71,7,11,1,2,0,10,0,0,0,6,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,1,2,5,1,0,0,0,0,1,0,0,0,2,8,1,14,0,0,0,2,0,0,0,0,2,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,0,68,1,0,0,0,0,0,0,0,0,0,2,24,1,47,0,1,14,1,0,2,1,0,14,0,0,39,6,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
14,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,1,9,9,3,73,7,0,13,9,0,0,0,0,0,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,1,40,11,25,0,0,0,0,0,0,0,0,6,67,1,19,0,3,39,51,0,0,0,13,12,0,0,20,21,0,0,16,31,0,0,0,8,0,0,0,0,0,0,0,16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,63,0,94,31,29,0,238,0,0,0,0,0,0,0,180,1,181,31,0,276,123,91,0,31,30,24,0,0,0,93,0,0,48,54,0,0,0,24,31,7,0,0,0,7,7,0,0,0,6,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,true
34,0,1,40,11,25,0,0,0,0,0,0,0,0,6,67,1,19,0,4,4,38,0,0,1,26,24,0,0,20,21,0,0,16,31,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,1,1,40,14,23,0,0,0,0,0,0,0,0,6,69,1,19,0,5,3,32,0,0,0,26,24,0,0,22,21,0,0,14,31,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,1,31,15,13,0,0,0,0,0,0,0,0,6,20,1,20,0,3,38,42,0,0,0,0,9,0,0,22,34,0,6,14,23,0,0,0,0,0,0,0,0,0,0,0,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,49,0,59,28,15,0,192,0,0,0,0,0,0,0,42,1,154,28,0,249,56,69,0,28,0,18,0,0,0,68,0,0,16,41,0,0,0,0,28,3,0,0,0,3,3,0,0,0,2,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,true
